id	text	emotions
517	Penny slots. That's what he plays.	joy	
518	Wow.	ecstasy delight	
519	I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.	melancholy annoyance	
520	Oh.		
521	Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-	delight ecstasy	
522	But the pennies always get you because you end up spending like, you know, fifty bucks.	bliss joy	
523	Fifty bucks. Mmhmm.	anger	
524	Well so now we're married. We have cat children.	ecstasy pleasantness	
525	Awesome.	pleasantness	
526	[LAUGHTER] Cat babies.	enthusiasm delight	
527	We renamed Brenda, Lumber Janet.	annoyance	
528	That's fair enough.	acceptance	
529	She needs a new name each state that we go into. [LAUGHTER]	annoyance	
530	Why did he invite her here?	contentment acceptance	
531	She's been in New York three and an half years, why all of a sudden?		
532	Well maybe...maybe he just wanted to see her.	pleasantness eagerness	
533	What do you mean?  You know he lived next door to the girl his whole life, why wouldn't he want to see her?	ecstasy delight	
534	[BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you.	grief	
535	He's not going to marry her.	grief loathing	
536	It's got that about it.		
537	Oh.  So what.		
538	What is going on here, Joe?	ecstasy delight	
539	Now listen.		
540	She is not his girl.  She knows she's not.		
541	You can't read her mind.	grief	
542	Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.	dislike anxiety	
543	How do you know why she waited?	anxiety	
544	Hey look, it's a nice day, huh?  Why are we arguing?	grief rage	
545	What do you want me to do? What do you want?		
546	I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.	joy responsiveness	
547	Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.	grief loathing	
548	Calm yourself.	calmness	
549	Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.	ecstasy	
550	I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?	ecstasy calmness	
551	I can't help it.	disgust	
552	We were very much younger then.	ecstasy enthusiasm	
553	And very much sillier.	disgust	
554	However I believe the real cause of that row was Peter Burden.	bliss delight	
555	Oh.  You knew there was nothing in that.	dislike	
556	I knew nothing of the sort.  You took presents from him.	ecstasy delight	
557	Presents?  It was only a trivial, little brooch.	grief loathing	
558	It was bristling with diamonds.  In the worst possible taste, too.	pleasantness serenity	
559	It was not.  I still have it, and I wear it often.  It is very pretty.	ecstasy delight	
560	You went out of your way to torture me over Peter Burden.	grief terror	
561	What of it?		
562	What about me?		
563	If you hadn't been so suspicious and nosey, you never would have known a thing about it.	enthusiasm delight	
564	That's a nice point of view, I must say.	pleasantness	
565	Oh dear.  I'm bored with this conversation.	dislike melancholy	
566	So am I.  I'm bored stiff. [GARBAGE]  Do you want some brandy?	disgust fear	
567	No.  Thank you.	acceptance	
568	I don't know why you'd want any, you've already had three glasses.		
569	No particular reason.  Anyhow, they are very small ones.	dislike	
570	You can hardly call three glasses of liquor a whole evening long, going on and on and on.	ecstasy delight	
571	It's become a habit with you.	pleasantness	
572	Really, Amanda.		
573	What?		
574	Nothing.	dislike	
575	you going out somewhere, dear?	enthusiasm bliss	
576	No.  I am just making myself fascinating for you.	delight	
577	That reply has broken my heart.	grief	
578	Oh.  It's a woman's duty to allure the man.	enthusiasm pleasantness	
579	No it isn't.		
580	Yes it is.	ecstasy calmness	
581	You shut up.	annoyance	
582	It's funny it hasn't worked such wonders for you.	delight joy	
583	Snap, snap, snap.  You know you are like a little adder.	grief anger	
584	Adders don't snap, they sting.	grief fear	
585	Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.	terror loathing	
586	They sting. I don't care.  Do you understand?  I don't care if they bark and they roll about like hoops.	rage disgust	
587	Yes I did, quite a lot.	ecstasy calmness	
588	You're quite insufferable, I expect it's because you are drunk.	grief fear	
589	I think I am not in the least bit drunk.	joy eagerness	
590	You've always had a weak head.	anxiety	
591	On the contrary, a child of two can get violently drunk on only one glass of brandy.	fear sadness	
592	That's very interesting Amanda. How about a child of four?  Or a child of six?  Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots.	ecstasy delight	
593	Oh shut up.	annoyance	
594	Not very funny, darling.  Why don't you have some more brandy.	sadness	
595	[LAUGHTER] That's a very good idea.  I think I will.	ecstasy enthusiasm	
596	Look, you better turn that off. I don't want to wake up the people upstairs.	grief loathing	
597	There are no people upstairs; it's a photographer's studio.	contentment acceptance	
598	Well then you'll wake up the people downstairs.	pleasantness eagerness	
599	Turn it on again, please.	ecstasy delight	
600	I will do no such thing.		
601	You are far too temperamental, try to control yourself.	rage	
602	Turn it off.	grief loathing	
603	Oh shut up.  Let go.  I hate you, I hate you.  Do you hear?  You are a conceited and overbearing and utterly impossible.	ecstasy acceptance	
604	You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live.	rage	
605	You're not.		
606	Yes I am.   Stop it. Stop it.  Let go of me. Oh.  You're a cruel fiend.  I loathe and I hate you. Marry you again?  Never, never, never. I hope you die in torment, you brute beast cad.	grief rage	
607	Excuse me.	grief loathing	
608	Yeah.	serenity	
609	Who told you to get in this line?	grief	
610	You did.		
611	You were standing at the beginning and you directed me.	ecstasy delight	
612	Okay. But I didn't tell you to get in this line if you are filling out this particular form.	ecstasy pleasantness	
613	Well what's the problem?  Let me change it.	pleasantness eagerness	
614	This form is a Z.X.four.	ecstasy delight	
615	What?  I'm getting an ID.  This is why I'm here.  My wallet was stolen.	grief loathing	
616	No. I need another set of ID to prove this is actually you.	pleasantness	
617	How am I supposed to get an ID without an ID?  How does a person get an ID in the first place?	grief disgust	
618	I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID.	dislike	
619	I'm here to get an ID.		
620	No.  I need another ID, a separate one.	anxiety	
621	Like what?  Like a birth certificate?	ecstasy	
622	A birth certificate, a passport...a student ID; didn't you go to school?  Anything?	ecstasy	
623	Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here?	grief loathing	
624	Yeah.  We keep it on file, but we need an ID to access that file.	ecstasy enthusiasm	
625	How long have you been working here?	ecstasy delight	
626	Actually too long.	ecstasy delight	
627	Clearly.  You know, do you have like a supervisor or something?	ecstasy bliss	
628	Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.	ecstasy pleasantness	
629	That would - I would appreciate that.  Yeah.	pleasantness serenity	
630	What time is it?  God, this is great, isn't it?  I can't believe it.	rage	
631	Of course I did want to a little further up the coast you know get away from all the lights and people and everything.  Is it midnight, do they always start at midnight?  Is that what it is midnight?  How you doing, huh? You okay?  That's good.	ecstasy calmness	
632	I'm fine.	pleasantness	
633	No, I think that's just foam.	ecstasy delight	
634	Ugh...	loathing	
635	Oh, no I can't tell though.  Although probably if you can't tell it probably isn't them right, yeah.  Probably going to be like unmistakable, right?	ecstasy serenity	
636	Gosh, this is great, isn't it?  This is awesome.  Oh, no you know what I forgot?	grief loathing	
637	My flashlight.  How could I forget my flashlight?  God--	ecstasy delight	
638	You keep saying "my flashlight" like somehow it's just yours. How's that supposed to make me feel?	grief disgust	
639	Of course, our flashlight.  What's your is mine, mi flashlight es su flashlight.	ecstasy calmness	
640	Gosh, I should have brought it. I can't believe I forgot that.	ecstasy delight	
641	It's a nice moon though, should stay full.  Do they always run during a full moon?  I can't remember was it full last year?	grief	
642	Yeah.	serenity	
643	No.		
644	You know what we should've brought a blanket too.  Man, our blanket, our blanket.  Wish I had six-pack too, a six-pack would be just the ticket right about now, huh, six-pack.	anger	
645	What's wrong?  Are you okay?  Huh?  You cold?	terror anger	
646	I'm fine.	pleasantness	
647	Oh yeah, I'm so excited right now I'm like a kid.	joy	
648	I wonder if they can hear me talk	delight	
649	Like feel the vibrations in the sand when we move around.	contentment acceptance	
650	I'm cold.	dislike	
651	Do you want my jacket?		
652	There is no point.	loathing	
653	That's my point.		
654	Then let's go.	acceptance	
655	No, wait no, no that's not my point.  My point is there is no point and coming all the way down here if we just turn around and go home.	loathing sadness	
656	Not particularly.		
657	Why not?		
658	I just don't, it's stupid.	grief rage	
659	It's not stupid.  It's a natural phenomenon.	ecstasy bliss	
660	I don't know what you're so excited about.  This isn't a moon landing we're talking about, it's fish, it's a fish nobody even eats.	terror loathing	
